indicator,colony_prefix,pipeline,emma,production_centre,microinjection_date,marker_symbol,es_cell_clone,confirm_locus_targeted,confirm_structure_targeted_allele,confirm_downstream_lox_p_site,confirm_no_additional_vector_insertions,es_dist_qc,es_user_qc,mouse_qc
allpass,MEDH,EUCOMM,1,WTSI,2011-07-22,Pdxk,EPD0521_1_A10,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDAH,EUCOMM,1,WTSI,2010-07-28,Ripk4,EPD0521_3_G01,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDRB,KOMP-CSD,1,WTSI,2011-03-10,Fggy,EPD0523_4_A06,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEAD,KOMP-CSD,1,WTSI,2011-06-21,Acaa1a,EPD0524_1_D06,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEQF,KOMP-CSD,1,WTSI,2011-11-17,Ninj2,EPD0524_3_D04,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCZN,EUCOMM,1,WTSI,2010-07-13,Dync1i2,EPD0525_1_B10,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCZY,EUCOMM,1,WTSI,2010-07-22,Dlg3,EPD0525_1_C08,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0525_1_F01-1,EUCOMM,1,Harwell,2010-09-07,Asns,EPD0525_1_F01,1,1,1,1,,user_qc_karyotype user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation qc_southern_blot
allpass,MCZU,EUCOMM,1,WTSI,2010-07-20,Actn4,EPD0525_2_B12,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDAL,Sanger MGP,1,WTSI,2010-07-15,Tmod1,EPD0526_3_A01,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MENJ,KOMP-CSD,1,WTSI,2011-10-25,Pde12,EPD0528_5_D09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1831,KOMP-CSD,1,UCD,2010-11-23,Golga7,EPD0531_3_E10,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MCZD,KOMP-CSD,1,WTSI,2010-07-07,Wdr37,EPD0531_5_A05,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEAH,EUCOMM,1,WTSI,2011-06-21,Rala,EPD0532_3_H04,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDYT,EUCOMM,1,WTSI,2011-06-09,Gprc5b,EPD0534_1_A10,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEPM,EUCOMM,1,WTSI,2011-11-09,Cyp20a1,EPD0535_1_F10,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEJW,EUCOMM,1,WTSI,2011-09-19,2610318N02Rik,EPD0535_4_A09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDDE,KOMP-CSD,1,WTSI,2010-10-05,9030625A04Rik,EPD0538_1_D06,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDLT,EUCOMM,1,WTSI,2011-01-24,Fam96a,EPD0538_2_A08,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MDYA,EUCOMM,1,WTSI,2011-06-03,Srrm4,EPD0538_3_A07,1,1,,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEDS,EUCOMM,1,WTSI,2011-07-26,Ccdc160,EPD0543_3_D11,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDYU,EUCOMM,1,WTSI,2011-06-09,Dopey2,EPD0545_3_F05,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDJL,EUCOMM,1,WTSI,2010-12-10,Seh1l,EPD0546_5_C05,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDGG,EUCOMM,1,WTSI,2010-11-11,Kdm4d,EPD0547_2_H06,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDAW,EUCOMM,1,WTSI,2010-08-18,Gpc6,EPD0547_5_C04,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCZC,KOMP-CSD,1,WTSI,2010-06-29,Lpar5,EPD0552_1_A11,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCYQ,KOMP-CSD,1,WTSI,2010-06-24,Cdc6,EPD0553_2_A09,1,1,1,1,,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCYY,KOMP-CSD,1,WTSI,2010-06-30,Fryl,EPD0553_3_A01,1,1,1,1,,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL2005,KOMP-CSD,1,UCD,2011-03-01,Fryl,EPD0553_3_A04,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MCYZ,KOMP-CSD,1,WTSI,2010-06-23,Zp1,EPD0553_3_A07,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCYN,EUCOMM,1,WTSI,2010-06-29,Lsm10,EPD0554_4_A09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MCYF,EUCOMM,1,WTSI,2010-06-16,Kng2,EPD0554_8_A01,1,1,1,1,,,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_three_prime_lr_pcr qc_tv_backbone_assay
allpass,MDJV,EUCOMM,1,WTSI,2010-12-14,Wnt3,EPD0555_1_C05,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDCC,KOMP-CSD,1,WTSI,2010-09-13,Mfrp,EPD0555_1_E10,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDCK,EUCOMM,1,WTSI,2010-09-15,Cyfip1,EPD0555_2_B11,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MRC - Harwell-EPD0557_2_C07-1,EUCOMM,1,Harwell,2010-09-30,Gse1,EPD0557_2_C07,1,1,1,1,,user_qc_karyotype user_qc_loxp_confirmation user_qc_southern_blot,qc_loxp_confirmation
allpass,MELM,EUCOMM,1,WTSI,2011-10-05,Wnt16,EPD0561_6_A02,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MEFJ,EUCOMM,1,WTSI,2011-08-11,Praf2,EPD0564_2_A03,1,1,,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDZG,KOMP-CSD,1,WTSI,2011-06-14,Frmd7,EPD0567_1_G09,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1961,KOMP-CSD,1,UCD,2011-02-09,Hrasls,EPD0567_5_E10,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_loxp_confirmation qc_neo_count_qpcr
inprocess,MDGP,KOMP-CSD,1,WTSI,2010-11-15,Oas1g,EPD0568_1_A05,1,1,,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEGD,KOMP-CSD,1,WTSI,2011-08-22,Slitrk4,EPD0571_3_F01,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEPV,KOMP-CSD,1,WTSI,2011-11-14,Tmc3,EPD0573_1_E03,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDCM,KOMP-CSD,1,WTSI,2010-09-16,Gpc5,EPD0574_1_B09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MERM,KOMP-CSD,1,WTSI,2011-11-29,Dcdc2c,EPD0578_1_C10,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1837,KOMP-CSD,1,UCD,2010-11-29,Ppp6r3,EPD0578_4_A07,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MDJW,KOMP-CSD,1,WTSI,2010-12-15,Asap1,EPD0578_5_A11,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_five_prime_lr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDCR,EUCOMM,1,WTSI,2010-09-21,Cdkn2a,EPD0590_1_D02,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDYP,EUCOMM,1,WTSI,2011-06-08,Ralgps2,EPD0593_4_D01,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEQT,EUCOMM,1,WTSI,2011-11-22,Wdr59,EPD0596_2_B08,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDVP,EUCOMM,1,WTSI,2011-05-11,Nbeal2,EPD0598_2_C01,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDWN,EUCOMM,1,WTSI,2011-05-20,G3bp2,EPD0598_4_D01,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDZU,EUCOMM,1,WTSI,2011-06-17,Prrc2b,EPD0599_5_H02,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEBW,EUCOMM,1,WTSI,2011-07-06,Oxr1,EPD0600_1_B09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDXK,EUCOMM,1,WTSI,2011-05-27,Mlec,EPD0600_1_H03,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDYN,Sanger MGP,1,WTSI,2011-06-08,Kcnv2,EPD0600_3_B03,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDSB,EUCOMM,1,WTSI,2011-03-16,Gldc,EPD0605_4_A05,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDRA,EUCOMM,1,WTSI,2011-03-08,Fbxl7,EPD0608_2_G04,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDNQ,EUCOMM,1,WTSI,2011-02-09,Naga,EPD0608_4_B07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,BL1960,KOMP-CSD,1,UCD,2011-02-09,1500001M20Rik,EPD0610_1_H07,1,1,1,1,distribution_qc_five_prime_lr_pcr distribution_qc_three_prime_sr_pcr,,qc_five_prime_lr_pcr qc_neo_count_qpcr
allpass,MELK,KOMP-CSD,1,WTSI,2011-10-04,Anks1b,EPD0613_3_C08,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEEK,KOMP-CSD,1,WTSI,2011-08-02,Rhox13,EPD0614_2_B02,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MENG,KOMP-CSD,1,WTSI,2011-10-25,A830019P07Rik,EPD0614_5_B03,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDVW,EUCOMM,1,WTSI,2011-05-13,Agap1,EPD0615_1_B03,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDGH,EUCOMM,1,WTSI,2010-11-11,Tnik,EPD0615_3_A04,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDWH,EUCOMM,1,WTSI,2011-05-18,Traf1,EPD0616_1_A02,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDXN,EUCOMM,1,WTSI,2011-05-31,Map2k7,EPD0616_1_B07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MELC,EUCOMM,1,WTSI,2011-09-29,Ttll11,EPD0620_4_D10,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MECR,EUCOMM,1,WTSI,2011-07-15,Ido2,EPD0622_1_A07,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEBV,EUCOMM,1,WTSI,2011-07-06,Fbxo7,EPD0622_3_D02,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEQE,KOMP-CSD,1,WTSI,2011-11-16,Rrm2,EPD0623_1_A04,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,METG,KOMP-CSD,1,WTSI,2011-12-15,Rrm2,EPD0623_1_B03,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEHR,KOMP-CSD,1,WTSI,2011-09-05,Zfp182,EPD0624_3_G01,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEGZ,KOMP-CSD,1,WTSI,2011-08-31,Cyp3a11,EPD0626_1_A07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Monterotondo-EPD0626_5_G04-2,KOMP-CSD,1,Monterotondo,2011-09-29,Ctso,EPD0626_5_G04,1,1,1,1,,user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,MDGL,EUCOMM,1,WTSI,2010-11-09,Jmjd1c,EPD0628_4_H11,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,Il31Alb,EUCOMM,1,Monterotondo,2011-07-14,Il31,EPD0629_1_G06,1,1,1,1,,user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot,qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_sr_pcr
allpass,Monterotondo-EPD0629_2_G05-1,EUCOMM,1,Monterotondo,2011-06-16,Aldh3a1,EPD0629_2_G05,1,1,1,1,,user_qc_loxp_confirmation user_qc_mutant_specific_sr_pcr user_qc_neo_sr_pcr user_qc_southern_blot,
inprocess,HMGU-EPD0631_3_A09-1,EUCOMM,1,HMGU,2011-02-15,Btbd9,EPD0631_3_A09,,1,1,,distribution_qc_three_prime_sr_pcr,,
allpass,MELD,EUCOMM,1,WTSI,2011-09-29,Slc25a30,EPD0635_1_A11,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,HMGU-EPD0635_1_F06-1,EUCOMM,1,HMGU,2011-02-22,Cdkal1,EPD0635_1_F06,,,,,,,
allpass,MDZB,EUCOMM,1,WTSI,2011-06-13,Cdkal1,EPD0635_1_G08,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEPE,EUCOMM,1,WTSI,2011-11-07,Dhodh,EPD0635_2_A05,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEQU,EUCOMM,1,WTSI,2011-11-22,Snrnp27,EPD0635_3_C07,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDLX,EUCOMM,1,WTSI,2011-01-24,Dlg2,EPD0635_5_E12,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MELR,EUCOMM,1,WTSI,2011-10-06,Pld3,EPD0636_1_B12,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEKN,EUCOMM,1,WTSI,2011-09-23,Fam13b,EPD0637_4_A08,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEMY,EUCOMM,1,WTSI,2011-10-20,Sec1,EPD0638_1_C09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MELS,EUCOMM,1,WTSI,2011-10-07,Frrs1,EPD0638_4_B09,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
inprocess,MEEN,EUCOMM,1,WTSI,2011-08-03,Creb3l1,EPD0651_2_E07,1,1,,1,,user_qc_five_prime_lr_pcr,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEMW,EUCOMM,1,WTSI,2011-10-19,Ropn1l,EPD0654_2_A03,1,1,1,1,,user_qc_five_prime_lr_pcr,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MDVY,EUCOMM,1,WTSI,2011-05-16,Pabpn1l,EPD0654_3_A10,1,1,1,1,,,qc_homozygous_loa_sr_pcr qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
allpass,MEMK,EUCOMM,1,WTSI,2011-10-14,Commd10,EPD0654_6_B09,1,1,1,1,,,qc_lacz_sr_pcr qc_loa_qpcr qc_loxp_confirmation qc_mutant_specific_sr_pcr qc_neo_count_qpcr qc_tv_backbone_assay
