marker_symbol,mi_attempt_id,id,gene_id,assembly,chromosome,strand,homology_arm_start,homology_arm_end,loxp_start,loxp_end,cassette_start,cassette_end,cassette,backbone,subtype_description,floxed_start_exon,floxed_end_exon,project_design_id,reporter,mutation_method_id,mutation_type_id,mutation_subtype_id,cassette_type,created_at,updated_at,intron,type,has_issue,issue_description,sequence,taqman_critical_del_assay_id,taqman_upstream_del_assay_id,taqman_downstream_del_assay_id,wildtype_oligos_sequence,allele_genbank_file_id,vector_genbank_file_id
Xpo7,8097,11325,2203,GRCm38,14,-,70709800,70697341,70701532,70701476,70703826,70703747,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000123600,ENSMUSE00000123603,213251,,1,1,2,Promotor Driven,2010-03-10 17:30:47 UTC,2011-03-24 14:00:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9865,89435
Xpo7,4418,11325,2203,GRCm38,14,-,70709800,70697341,70701532,70701476,70703826,70703747,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000123600,ENSMUSE00000123603,213251,,1,1,2,Promotor Driven,2010-03-10 17:30:47 UTC,2011-03-24 14:00:45 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9865,89435
Xpot,8998,9105,10803,GRCm38,10,-,121621510,121610829,121614820,121614770,121615698,121615600,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000573639,ENSMUSE00000573639,172954,,1,1,2,Promotor Driven,2010-03-10 17:22:15 UTC,2014-07-17 12:46:34 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00734346_cn,,16678,95611
Xpr1,13885,18941,41946,GRCm38,1,-,155389300,155379928,155384409,155384390,155385116,155385080,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000159466,ENSMUSE00000159466,41632,,1,1,2,Promotor Driven,2010-03-10 17:59:58 UTC,2011-03-24 14:07:11 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,6303,113361
Xpr1,14183,18941,41946,GRCm38,1,-,155389300,155379928,155384409,155384390,155385116,155385080,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000159466,ENSMUSE00000159466,41632,,1,1,2,Promotor Driven,2010-03-10 17:59:58 UTC,2011-03-24 14:07:11 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,6303,113361
Xrcc2,7911,11032,13186,GRCm38,5,-,25698342,25688491,25691897,25691866,25693157,25693131,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000474793,ENSMUSE00000474793,222789,,1,1,2,Promotor Driven,2010-03-10 17:29:40 UTC,2011-03-24 14:00:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9719,89314
Xrcc3,8898,31611,11326,GRCm38,12,-,111818993,111808407,111811842,111811798,111812692,111812595,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000926974,ENSMUSE00000926974,47021,,1,1,2,Promotor Driven,2011-05-14 09:51:09 UTC,2011-09-02 12:47:13 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,31982,105284
Xrcc6,7607,18018,41123,GRCm38,15,+,82021323,82031779,82027601,82027662,82026800,82026849,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000127295,ENSMUSE00000127295,174120,,1,1,2,Promotor Driven,2010-03-10 17:56:22 UTC,2011-03-24 14:06:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,12631,91976
Xxylt1,7227,12494,14466,GRCm38,16,-,31055928,31045242,31050442,31050377,31051264,31051176,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000373867,ENSMUSE00000373867,44304,,1,1,2,Promotor Driven,2010-03-10 17:35:25 UTC,2014-07-17 13:10:04 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736038_cn,,,3867,84279
Xylb,1479,12248,1107,GRCm38,9,+,119355158,119365225,119361335,119361420,119360643,119360697,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000267101,ENSMUSE00000267101,82162,,1,1,2,Promotor Driven,2010-03-10 17:34:29 UTC,2011-03-24 14:01:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,17665,96505
Yae1d1,6320,28210,7976,GRCm38,13,-,17998148,17988087,17991420,17991340,17992639,17992528,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000643462,ENSMUSE00000643462,88661,,1,1,2,Promotor Driven,2010-10-20 06:14:33 UTC,2011-03-24 14:15:11 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,26770,102596
Yap1,3735,32673,2290,GRCm38,9,-,7980335,7970280,7973599,7973562,7974367,7974270,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000517511,ENSMUSE00000517511,197895,,1,1,2,Promotor Driven,2011-07-14 08:04:40 UTC,2011-07-14 08:04:40 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,32778,105965
Yars,6798,12565,14532,GRCm38,4,+,129191693,129202181,129197496,129197576,129196380,129196427,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000182402,ENSMUSE00000182408,48610,,1,1,2,Promotor Driven,2010-03-10 17:35:41 UTC,2011-03-24 14:01:46 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4414,84747
Yars2,13394,25988,9559,GRCm38,16,+,16297099,16309298,16306817,16306872,16304069,16304186,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000520296,ENSMUSE00000509987,114254,,1,1,1,Promotor Driven,2010-08-25 15:22:45 UTC,2011-07-28 13:10:36 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,24619,100927
Ybey,13996,15294,17208,GRCm38,10,-,76472330,76460156,76464053,76464029,76467051,76467044,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000221928,ENSMUSE00000221922,115337,,1,1,1,Promotor Driven,2010-03-10 17:46:16 UTC,2011-07-28 14:10:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18200,96982
Ybey,14711,15294,17208,GRCm38,10,-,76472330,76460156,76464053,76464029,76467051,76467044,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000221928,ENSMUSE00000221922,115337,,1,1,1,Promotor Driven,2010-03-10 17:46:16 UTC,2011-07-28 14:10:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18200,96982
Ybey,15086,15294,17208,GRCm38,10,-,76472330,76460156,76464053,76464029,76467051,76467044,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000221928,ENSMUSE00000221922,115337,,1,1,1,Promotor Driven,2010-03-10 17:46:16 UTC,2011-07-28 14:10:58 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18200,96982
Ydjc,9133,32246,9081,GRCm38,16,+,17131986,17163530,,,17146986,17148530,ZEN-Ub1,,,ENSMUSE00000428046,ENSMUSE00000278084,,,1,2,2,Promotor Driven,2011-06-07 09:56:17 UTC,2011-07-15 11:16:14 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36775,
Ydjc,5108,7397,9081,GRCm38,16,+,17141096,17155405,,,17147225,17151014,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000428039,ENSMUSE00000278084,231413,,1,2,,Promotor Driven,2010-03-10 17:15:41 UTC,2014-07-17 12:54:20 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00734830_cn,,8425,88127
Yif1b,1484,10475,1466,GRCm38,7,+,29238089,29250706,29245053,29245083,29243649,29243681,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000248328,ENSMUSE00000200787,43419,,1,1,2,Promotor Driven,2010-03-10 17:27:31 UTC,2011-03-24 14:00:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4106,84420
Yif1b,1593,10475,1466,GRCm38,7,+,29238089,29250706,29245053,29245083,29243649,29243681,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000248328,ENSMUSE00000200787,43419,,1,1,2,Promotor Driven,2010-03-10 17:27:31 UTC,2011-03-24 14:00:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4106,84420
Yipf1,340,7055,299,GRCm38,4,+,107315423,107323200,107319268,107319388,107318695,107318784,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000180633,ENSMUSE00000180633,476,,1,1,2,Promotorless,2010-03-10 17:14:21 UTC,2011-07-28 13:04:52 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,15189,94254
Yipf3,11621,26507,3508,GRCm38,17,+,46247480,46259066,46252731,46252787,46249960,46250035,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000519752,ENSMUSE00000807221,47306,,1,1,2,Promotor Driven,2010-08-28 19:26:18 UTC,2014-07-17 13:14:08 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00735800_cn,,,25074,100977
Yipf5,1863,6321,1456,GRCm38,18,-,40218410,40207981,40211877,40211757,40212717,40212685,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000142854,ENSMUSE00000142854,83229,,1,1,2,Promotor Driven,2010-03-10 17:11:40 UTC,2011-03-24 13:56:44 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3677,113904
Yipf7,10524,9927,11863,GRCm38,5,-,69531959,69521811,69527018,69526942,69527869,69527716,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000251000,ENSMUSE00000251000,41704,,1,1,2,Promotor Driven,2010-03-10 17:25:25 UTC,2014-07-17 13:05:15 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00734863_cn,,,9425,89047
Yju2,8709,9003,10719,GRCm38,17,+,55955919,55966299,55962358,55962438,55961556,55961605,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000139240,ENSMUSE00000139240,177504,,1,1,2,Promotor Driven,2010-03-10 17:21:53 UTC,2014-07-17 12:46:58 UTC,,TargRep::TargetedAllele,FALSE,,,,Mm00736402_cn,,,8952,88622
Ylpm1,13409,10882,13064,GRCm38,12,+,85007303,85020042,85015707,85015711,85012568,85012571,L1L2_Bact_P,L3L4_pZero_DTA_kan,,ENSMUSE00000270204,ENSMUSE00000653406,209519,,1,1,2,Promotor Driven,2010-03-10 17:29:01 UTC,2011-03-24 14:00:23 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,9641,89242
Yod1,14866,44540,15940,GRCm38,1,+,130618124,130779398,130723791,130723815,130718438,130718439,L1L2_Pgk_P,B6Ng01-43P19,,ENSMUSE00000461921,ENSMUSE00000461921,,,1,1,2,Promotor Driven,2014-11-05 01:15:31 UTC,2014-11-05 01:15:31 UTC,,TargRep::TargetedAllele,TRUE,,,,,,,45590,115254
Ypel1,11104,26313,7390,GRCm38,16,+,17062941,17099689,,,17077941,17084689,ZEN-UB1.GB,,,ENSMUSE00000278673,ENSMUSE00000562552,,,1,2,2,Promotor Driven,2010-08-26 15:06:05 UTC,2011-07-15 11:29:31 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36626,
Ypel2,924,10609,882,GRCm38,11,-,86949479,86942219,86945670,86945489,86946448,86946352,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000577859,ENSMUSE00000577859,53,,1,1,2,Promotor Driven,2010-03-10 17:28:01 UTC,2011-03-24 14:00:08 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,5149,85405
Ypel3,4613,21573,7414,GRCm38,7,+,126762823,126795129,,,126777823,126780129,ZEN-UB1.GB,,,ENSMUSE00000669594,ENSMUSE00000669593,,,1,2,2,Promotor Driven,2010-05-18 10:17:30 UTC,2011-03-24 14:09:43 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36261,
Ypel4,4845,16782,20562,GRCm38,2,+,84731047,84741668,84738117,84738130,84736228,84736264,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000920274,ENSMUSE00000565883,222829,,1,1,2,Promotor Driven,2010-03-10 17:51:39 UTC,2011-09-02 13:42:31 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,5359,85581
Yrdc,9423,32216,15525,GRCm38,4,+,124835829,124869571,,,124850829,124854571,ZEN-Ub1,,,ENSMUSE00000344114,ENSMUSE00000339176,,,1,2,2,Promotor Driven,2011-06-07 09:53:31 UTC,2011-07-15 11:15:54 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36745,
Yrdc,11976,13609,15525,GRCm38,4,+,124845781,124855858,124852151,124852167,124851403,124851429,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000384731,ENSMUSE00000183169,231411,,1,1,1,Promotor Driven,2010-03-10 17:39:44 UTC,2011-03-24 14:02:42 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10792,90263
Ythdc1,610,14467,907,GRCm38,5,+,86815367,86826325,86821554,86821628,86819623,86819668,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000695211,ENSMUSE00000340789,46169,,1,1,2,Promotorless,2010-03-10 17:42:53 UTC,2011-07-28 14:03:34 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3283,83795
Ythdc1,15298,14467,907,GRCm38,5,+,86815367,86826325,86821554,86821628,86819623,86819668,L1L2_gt1,L3L4_pZero_DTA_kan,,ENSMUSE00000695211,ENSMUSE00000340789,46169,,1,1,2,Promotorless,2010-03-10 17:42:53 UTC,2011-07-28 14:03:34 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,3283,83795
Ythdf2,10088,14633,481,GRCm38,4,-,132210782,132198982,132203949,132203904,132206205,132206096,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000310122,ENSMUSE00000310122,48623,,1,1,1,Promotor Driven,2010-03-10 17:43:29 UTC,2011-03-24 14:03:33 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4557,84894
Ythdf2,970,14633,481,GRCm38,4,-,132210782,132198982,132203949,132203904,132206205,132206096,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000310122,ENSMUSE00000310122,48623,,1,1,1,Promotor Driven,2010-03-10 17:43:29 UTC,2011-03-24 14:03:33 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4557,84894
Ythdf2,1934,14633,481,GRCm38,4,-,132210782,132198982,132203949,132203904,132206205,132206096,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000310122,ENSMUSE00000310122,48623,,1,1,1,Promotor Driven,2010-03-10 17:43:29 UTC,2011-03-24 14:03:33 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,4557,84894
Ywhab,1274,5498,1578,GRCm38,2,+,164008868,164019090,164014316,164014409,164013567,164013655,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000171612,ENSMUSE00000171612,29407,,1,1,2,Promotor Driven,2010-03-10 17:08:41 UTC,2011-03-24 13:56:01 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,14713,93882
Ywhab,2222,5498,1578,GRCm38,2,+,164008868,164019090,164014316,164014409,164013567,164013655,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000171612,ENSMUSE00000171612,29407,,1,1,2,Promotor Driven,2010-03-10 17:08:41 UTC,2011-03-24 13:56:01 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,14713,93882
Ywhae,1242,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhae,398,17825,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_gt0,L3L4_pZero_DTA_kan,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotorless,2010-03-10 17:55:36 UTC,2014-07-17 13:07:04 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18881,97579
Ywhae,399,17825,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_gt0,L3L4_pZero_DTA_kan,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotorless,2010-03-10 17:55:36 UTC,2014-07-17 13:07:04 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18881,97579
Ywhae,749,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhae,968,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhae,4804,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhae,6105,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhae,7791,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhae,14705,17822,250,GRCm38,11,+,75750376,75760802,75755883,75755906,75755117,75755199,L1L2_Pgk_P,L3L4_pD223_DTA_spec,,ENSMUSE00000110404,ENSMUSE00000110404,42598,,1,1,2,Promotor Driven,2010-03-10 17:55:35 UTC,2014-07-17 13:07:03 UTC,,TargRep::TargetedAllele,FALSE,,,,,Mm00735328_cn,,18878,97577
Ywhaz,8845,29067,4278,GRCm38,15,-,36783046,36771719,36776084,36776032,36776789,36776779,L1L2_Bact_P,L3L4_pD223_DTA_spec,,ENSMUSE00000125303,ENSMUSE00000125303,282310,,1,1,2,Promotor Driven,2011-01-05 10:12:57 UTC,2011-03-24 14:16:15 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,27585,103344
Yy1,1538,19248,1271,GRCm38,12,+,108807817,108818243,108813156,108813207,108812493,108812547,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000116140,ENSMUSE00000116140,39912,,1,1,2,Promotorless,2010-03-10 18:01:07 UTC,2011-03-24 14:07:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16109,95069
Yy1,1928,19248,1271,GRCm38,12,+,108807817,108818243,108813156,108813207,108812493,108812547,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000116140,ENSMUSE00000116140,39912,,1,1,2,Promotorless,2010-03-10 18:01:07 UTC,2011-03-24 14:07:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16109,95069
Yy1,3047,19248,1271,GRCm38,12,+,108807817,108818243,108813156,108813207,108812493,108812547,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000116140,ENSMUSE00000116140,39912,,1,1,2,Promotorless,2010-03-10 18:01:07 UTC,2011-03-24 14:07:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16109,95069
Yy1,3285,19248,1271,GRCm38,12,+,108807817,108818243,108813156,108813207,108812493,108812547,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000116140,ENSMUSE00000116140,39912,,1,1,2,Promotorless,2010-03-10 18:01:07 UTC,2011-03-24 14:07:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16109,95069
Yy1,15299,19248,1271,GRCm38,12,+,108807817,108818243,108813156,108813207,108812493,108812547,L1L2_gt2,L3L4_pZero_DTA_kan,,ENSMUSE00000116140,ENSMUSE00000116140,39912,,1,1,2,Promotorless,2010-03-10 18:01:07 UTC,2011-03-24 14:07:30 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,16109,95069
Zap70,1702,19389,1718,GRCm38,1,+,36771676,36784705,36781607,36781727,36777674,36777792,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000155947,ENSMUSE00000155950,209800,,1,1,1,Promotor Driven,2010-03-10 18:01:38 UTC,2011-03-24 14:07:39 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,19201,97882
Zbbx,10205,15456,17380,GRCm38,3,-,75111197,75100259,75105439,75105399,75106224,75106215,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000436179,ENSMUSE00000436179,42097,,1,1,2,Promotor Driven,2010-03-10 17:46:52 UTC,2011-03-24 14:04:12 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11501,90929
Zbed3,6183,25237,10428,GRCm38,13,+,95330046,95341759,95338049,95338096,95335579,95335651,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000341342,ENSMUSE00000341342,186003,,1,1,2,Promotor Driven,2010-08-20 13:33:06 UTC,2011-03-24 14:12:31 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,24260,100713
Zbed4,6554,15663,17694,GRCm38,15,+,88773331,88787585,,,88779401,88783333,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000468228,ENSMUSE00000468228,96285,,1,2,,Promotor Driven,2010-03-10 17:47:37 UTC,2012-10-29 18:25:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11630,91037
Zbed4,7019,15663,17694,GRCm38,15,+,88773331,88787585,,,88779401,88783333,L1L2_Bact_P,L4L3_pD223_DTA_spec,,ENSMUSE00000468228,ENSMUSE00000468228,96285,,1,2,,Promotor Driven,2010-03-10 17:47:37 UTC,2012-10-29 18:25:00 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,11630,91037
Zbed5,8922,23691,10342,GRCm38,5,+,129895556,129908049,129903783,129903840,129901239,129901246,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000497930,ENSMUSE00000497930,191955,,1,1,2,Promotor Driven,2010-07-06 01:52:11 UTC,2011-03-24 14:11:10 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,21956,99171
Zbtb1,4963,13941,15847,GRCm38,12,+,76379436,76392363,76388787,76388908,76384785,76384872,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000335599,ENSMUSE00000335599,91610,,1,1,2,Promotor Driven,2010-03-10 17:40:57 UTC,2011-03-24 14:02:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18001,96800
Zbtb1,4962,13941,15847,GRCm38,12,+,76379436,76392363,76388787,76388908,76384785,76384872,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000335599,ENSMUSE00000335599,91610,,1,1,2,Promotor Driven,2010-03-10 17:40:57 UTC,2011-03-24 14:02:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18001,96800
Zbtb1,8559,13941,15847,GRCm38,12,+,76379436,76392363,76388787,76388908,76384785,76384872,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000335599,ENSMUSE00000335599,91610,,1,1,2,Promotor Driven,2010-03-10 17:40:57 UTC,2011-03-24 14:02:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18001,96800
Zbtb1,9311,13941,15847,GRCm38,12,+,76379436,76392363,76388787,76388908,76384785,76384872,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000335599,ENSMUSE00000335599,91610,,1,1,2,Promotor Driven,2010-03-10 17:40:57 UTC,2011-03-24 14:02:57 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,18001,96800
Zbtb10,8802,12032,14042,GRCm38,3,+,9273958,9284891,,,9279934,9280524,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000569561,ENSMUSE00000569559,222849,,1,2,,Promotor Driven,2010-03-10 17:33:42 UTC,2012-10-29 18:08:22 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10250,89842
Zbtb10,10398,12032,14042,GRCm38,3,+,9273958,9284891,,,9279934,9280524,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000569561,ENSMUSE00000569559,222849,,1,2,,Promotor Driven,2010-03-10 17:33:42 UTC,2012-10-29 18:08:22 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10250,89842
Zbtb10,10452,12032,14042,GRCm38,3,+,9273958,9284891,,,9279934,9280524,L1L2_Bact_P,R3R4_pBR_DTA+_Bsd_amp,,ENSMUSE00000569561,ENSMUSE00000569559,222849,,1,2,,Promotor Driven,2010-03-10 17:33:42 UTC,2012-10-29 18:08:22 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,10250,89842
Zbtb14,7472,29524,2479,GRCm38,17,+,69370505,69403695,,,69385505,69388695,ZEN-Ub1,,,ENSMUSE00000557830,ENSMUSE00000557830,,,1,2,2,Promotor Driven,2011-02-04 15:13:40 UTC,2011-06-07 11:11:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36695,
Zbtb14,11859,29524,2479,GRCm38,17,+,69370505,69403695,,,69385505,69388695,ZEN-Ub1,,,ENSMUSE00000557830,ENSMUSE00000557830,,,1,2,2,Promotor Driven,2011-02-04 15:13:40 UTC,2011-06-07 11:11:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36695,
Zbtb14,4509,29524,2479,GRCm38,17,+,69370505,69403695,,,69385505,69388695,ZEN-Ub1,,,ENSMUSE00000557830,ENSMUSE00000557830,,,1,2,2,Promotor Driven,2011-02-04 15:13:40 UTC,2011-06-07 11:11:18 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,36695,
Zbtb2,15721,41617,18235,GRCm38,10,-,4375711,4362647,4366836,4366753,4370327,4370222,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000905791,ENSMUSE00000905791,87447,,1,1,2,Promotor Driven,2012-11-02 02:31:36 UTC,2012-11-02 02:31:36 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,43043,111236
Zbtb2,17576,41617,18235,GRCm38,10,-,4375711,4362647,4366836,4366753,4370327,4370222,L1L2_Bact_P,L3L4_pD223_DTA_T_spec,,ENSMUSE00000905791,ENSMUSE00000905791,87447,,1,1,2,Promotor Driven,2012-11-02 02:31:36 UTC,2012-11-02 02:31:36 UTC,,TargRep::TargetedAllele,FALSE,,,,,,,43043,111236
